image_path,brightness,contrast_std,shadow_ratio,highlight_ratio,cool_warm_delta,edge_density,laplacian_var
datasets/FreiHAND_pub_v2/training/rgb/00010461.jpg,113.3481744260204,41.630631073720615,0.07079081632653061,0.03236607142857143,-19.365493463010196,0.03814572704081633,236.72817883179718
datasets/FreiHAND_pub_v2/training/rgb/00016840.jpg,130.73214285714286,61.49746150069444,0.06513073979591837,0.11959901147959184,-19.79607780612244,0.03802614795918367,318.4293999626257
datasets/FreiHAND_pub_v2/training/rgb/00027259.jpg,114.17679767219387,28.1718326411197,0.0184749681122449,0.009386957908163265,-35.76407047193877,0.02857940051020408,433.54320992235836
datasets/FreiHAND_pub_v2/training/rgb/00025166.jpg,120.99992028061224,65.18001305211996,0.19086814413265307,0.05141900510204082,-11.900071747448976,0.04217155612244898,401.8998258492193
datasets/FreiHAND_pub_v2/training/rgb/00027624.jpg,105.39686304209184,32.30068721449186,0.03708944515306122,0.0009765625,-33.91049505739796,0.028599330357142856,230.66853232107675
datasets/FreiHAND_pub_v2/training/rgb/00031441.jpg,158.73270089285714,65.10146054595967,0.048529177295918366,0.14598612882653061,5.540437659438794,0.044921875,511.3106739400874
datasets/FreiHAND_pub_v2/training/rgb/00011466.jpg,75.88817362882654,68.00780398374766,0.4219347895408163,0.03364158163265306,-11.77212213010204,0.038006218112244895,350.557705942366
datasets/FreiHAND_pub_v2/training/rgb/00001830.jpg,146.46984614158163,78.75683715373063,0.08326690051020408,0.24402104591836735,-10.570093271683675,0.057696906887755105,701.1777002663474
datasets/FreiHAND_pub_v2/training/rgb/00019868.jpg,120.35287786989795,27.482584368067172,0.00625797193877551,5.978954081632653e-05,-47.2474290497449,0.01873405612244898,215.4488878162738
datasets/FreiHAND_pub_v2/training/rgb/00012969.jpg,98.17388791454081,34.47305579312027,0.11029177295918367,0.01739875637755102,-20.341717155612244,0.033502072704081634,299.95466366553
datasets/FreiHAND_pub_v2/training/rgb/00027967.jpg,101.1610331632653,51.3021062759201,0.21554129464285715,0.00430484693877551,-11.664481026785722,0.044822225765306124,293.9173141596268
datasets/FreiHAND_pub_v2/training/rgb/00008028.jpg,93.51506696428571,50.22115880550863,0.18576610331632654,0.012755102040816327,-7.40900031887756,0.04408482142857143,261.9006743103402
datasets/FreiHAND_pub_v2/training/rgb/00029050.jpg,137.5822305484694,38.41031122868614,0.024274553571428572,0.014987244897959183,-24.971779336734684,0.04470264668367347,328.84646363955443
datasets/FreiHAND_pub_v2/training/rgb/00016312.jpg,114.1126634247449,56.91812256699919,0.15025111607142858,0.029456313775510203,-38.67388791454082,0.03364158163265306,333.91205605781363
datasets/FreiHAND_pub_v2/training/rgb/00018443.jpg,140.96675701530611,67.00649822230467,0.08083545918367346,0.13032126913265307,-12.499382174744895,0.047154017857142856,643.0620633720706
datasets/FreiHAND_pub_v2/training/rgb/00020854.jpg,105.7001953125,39.238114590600674,0.12968351403061223,9.964923469387755e-05,-31.14971301020408,0.02405532525510204,216.43456320701068
datasets/FreiHAND_pub_v2/training/rgb/00001853.jpg,112.87631536989795,24.142871881552182,0.04466278698979592,0.0,-35.72161989795919,0.016541772959183673,156.45343341334868
datasets/FreiHAND_pub_v2/training/rgb/00004551.jpg,105.62468112244898,33.29015905119914,0.07758689413265306,0.0,-12.75936702806122,0.03647161989795918,252.24766721928034
datasets/FreiHAND_pub_v2/training/rgb/00028818.jpg,118.20444036989795,45.001855135630414,0.021285076530612245,0.055365114795918366,-23.775071747448976,0.03411989795918367,217.4157498223441
datasets/FreiHAND_pub_v2/training/rgb/00031559.jpg,189.99001514668367,59.424671267597844,0.02604830994897959,0.24814652423469388,-2.2221580038265074,0.041095344387755105,430.24732309458204
datasets/FreiHAND_pub_v2/training/rgb/00009459.jpg,122.07132892219387,72.75463437723519,0.07075095663265306,0.17697704081632654,-17.880361128826536,0.03812579719387755,438.14615592297196
datasets/FreiHAND_pub_v2/training/rgb/00014268.jpg,108.17990672831633,31.175008910411684,0.09058115433673469,0.0,-25.178372130102034,0.02000956632653061,168.7776757251814
datasets/FreiHAND_pub_v2/training/rgb/00023025.jpg,90.52146444515306,47.31481545755669,0.16657366071428573,0.026885363520408163,-20.212870695153065,0.024035395408163265,246.221752901963
datasets/FreiHAND_pub_v2/training/rgb/00014488.jpg,121.95760921556122,89.08491199982207,0.21143574617346939,0.23132573341836735,-12.801419005102048,0.04547991071428571,597.0345924946231
datasets/FreiHAND_pub_v2/training/rgb/00029077.jpg,117.99394132653062,48.20758028925867,0.1445910395408163,0.0001992984693877551,-23.458246970663268,0.034080038265306124,259.52599890755397
datasets/FreiHAND_pub_v2/training/rgb/00026389.jpg,140.95721061862244,21.976251496895145,0.0024513711734693877,0.0,-35.49573501275509,0.012914540816326531,165.03358067000522
datasets/FreiHAND_pub_v2/training/rgb/00005426.jpg,113.26532605229592,30.36296917500444,0.017518335459183673,0.0028698979591836736,-25.901825573979593,0.04029815051020408,324.38271279356866
datasets/FreiHAND_pub_v2/training/rgb/00004928.jpg,108.01781728316327,34.155929038854666,0.005082110969387755,0.018036511479591837,-35.244459502551024,0.02792171556122449,320.5283937021277
datasets/FreiHAND_pub_v2/training/rgb/00026836.jpg,118.67105787627551,39.036516033785084,0.01805644132653061,0.013532366071428572,-29.49565529336735,0.04392538265306122,389.2538602496128
datasets/FreiHAND_pub_v2/training/rgb/00004167.jpg,97.50974569515306,97.21415390592696,0.4369618941326531,0.1856265943877551,-5.640884088010196,0.04219148596938776,696.5559416468667
datasets/FreiHAND_pub_v2/training/rgb/00029986.jpg,101.79737324617346,40.03738334447206,0.09008290816326531,0.01128029336734694,-27.465262276785715,0.02658641581632653,149.1579620968248
datasets/FreiHAND_pub_v2/training/rgb/00020919.jpg,106.24818638392857,48.028407569429966,0.05921157525510204,0.029356664540816327,-16.08282844387756,0.03431919642857143,262.68363109900025
